catalog_id,recipe_name,style,meal_type,dish_type,image_path,total_calories,total_mass,total_fat,total_carb,total_protein
catalog_259,"Fig, Brussels Sprouts and Manchego Panini recipes",italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_259/rgb.png,690.4000000037603,261.8750000013525,27.15590000000095,90.15880000093192,22.516900000005002
catalog_260,EZ Panini's,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_260/rgb.png,331.8025,120.125,10.0672625,44.739375,15.387374999999997
catalog_261,My Best Ham And Cheese,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_261/rgb.png,244.7689531648601,107.17602792472383,12.926302964191983,17.639749640081966,14.089860942513775
catalog_262,Herbed Ricotta Cheese Omelette recipes,french,"[""breakfast""]","['main course', 'egg']",data/catalog/images/catalog_262/rgb.png,84.2559393456377,54.900112613568425,5.457132569723997,1.9729975390560648,6.495136382808205
catalog_263,Corn Tortilla Quiche recipes,french,"[""breakfast""]",['starter'],data/catalog/images/catalog_263/rgb.png,868.7818189,397.0543425,66.716348815,21.06761476025,47.181593745
catalog_264,Italian Sausage Stuffed Mushrooms,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_264/rgb.png,188.26496940059585,80.19238281239107,15.432556809835596,3.6058345508363217,8.932689830696091
catalog_265,Madison Dog,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_265/rgb.png,745.00607819375,234.912023125,56.466078700625,29.9456726793125,28.535878295625
catalog_266,Microwave Diabetic Fish with Cool Cucumber Sauce,british,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_266/rgb.png,166.06435629991844,138.81475916653724,7.677035280831327,0.962912499990887,23.321428050826547
catalog_267,Greek Chicken Salad,mediterranean,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_267/rgb.png,256.18129227777484,99.39172777785551,21.35702476999985,1.982013000000255,13.67364135555512
catalog_268,Ginger Soy Bok Choy recipes,chinese,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_268/rgb.png,105.89470886669505,202.6388054167956,7.50439427750031,8.733912581633895,2.9742614983337843
catalog_269,Hibachi Style Teriyaki Vegetables,japanese,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_269/rgb.png,95.009125,178.0125,3.6108125,12.272575,5.4283625
catalog_270,"Avocado, labneh, roasted carrots & leaves",mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_270/rgb.png,192.3729999998032,210.29999999996616,13.81748249998316,16.57072624999185,4.142023749993475
catalog_271,Sous Vide Mexican Corn on the Cob,mexican,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_271/rgb.png,262.749096,166.546545352701,15.00526456,32.658459,6.1277494
catalog_272,Healthy Baked Shrimp Boil Packets,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_272/rgb.png,298.9912179206896,59.89801275862069,31.953386279655174,2.191052840517241,2.435643102672414
catalog_273,Butter Garlic Mushrooms recipes,mediterranean,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_273/rgb.png,134.40042348300003,134.14481245465947,11.952011391807497,6.0867337535525,2.8579594664725
catalog_274,Polenta with Fresh Herbs and White Cheddar Cheese,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_274/rgb.png,322.6326893050505,341.48285645839354,11.938423422854916,39.673923373793436,15.092373017853594
catalog_275,Cheese Ball Bites,french,"[""snack""]",['starter'],data/catalog/images/catalog_275/rgb.png,277.7037807276862,74.57720404987501,22.88035970142593,13.7612847213075,6.834920276187001
catalog_276,Chilled Vidalia Onion Soup,french,"[""lunch/dinner""]",['soup'],data/catalog/images/catalog_276/rgb.png,260.7680415096405,561.31244791673,14.043500616710013,32.85190106777007,4.04584770969006
catalog_277,Baked Sweet Potato Home Fries recipes,south american,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_277/rgb.png,244.057197752,255.12252086477775,10.5461178766,35.8322188932,3.23947907524
catalog_278,"Lorighittas with Shrimp, Mussels, and Orange",mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_278/rgb.png,787.2000669792462,410.439445429964,25.566281307517826,85.73763878843805,50.6238448372177
catalog_279,Double mushroom sourdough puddings,british,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_279/rgb.png,354.11848467683564,362.5231466926717,5.479701670583089,57.374609954336115,19.932490352925182
catalog_280,Stuffed Capperino Peppers,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_280/rgb.png,450.27386537782496,562.2060200000353,34.9581018488908,23.126204840175784,15.966555830001589
catalog_281,Grilled Corn and Shrimp Salad,south american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_281/rgb.png,249.212375,212.4625,9.988256249999997,41.35114,6.16946875
catalog_282,Parsnip bubble & squeak hash,british,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_282/rgb.png,198.65625,164.125,11.127375,24.833624999999998,2.20115
catalog_283,Pommes Anna with Gruyère,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_283/rgb.png,320.6944218375,288.45963875,14.709439924875,36.32448428125,12.290801344375003
catalog_284,Lomi-Lomi Salmon,nordic,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_284/rgb.png,47.01772627222223,89.31555540578992,2.0309924938194452,3.9332072222222223,3.620699692083335
catalog_285,Cherry and Balsamic-Topped Alaska Cod,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_285/rgb.png,195.40773092065626,192.15628626035712,3.909167472745625,12.814961672,26.420747087325
catalog_286,“French Onion Soup” Pizza,italian,"[""lunch/dinner""]",['soup'],data/catalog/images/catalog_286/rgb.png,670.8120595771425,385.32309250338125,25.290632925252975,87.02281749299992,25.5971989783244
catalog_287,Zesty lentil & haddock pilaf,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_287/rgb.png,323.06125,170.75,5.7818125,51.4376625,17.1926875
catalog_288,Potato Soup With Apples And Brie Cheese recipes,french,"[""lunch/dinner""]",['soup'],data/catalog/images/catalog_288/rgb.png,634.3730831421875,684.843213515625,26.739287643828124,72.64571946082032,28.62138091125
catalog_289,• Ore-Ida® Shredded Hash Brown Potatoes recipes,french,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_289/rgb.png,281.4238437499805,229.86138187918786,16.279985312499512,28.43342421874605,6.222273437499182
catalog_290,IPA Corned Beef,south american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_290/rgb.png,530.68992648,248.933198,40.333981206,2.608899375,32.69270449400001
catalog_291,Potato Curry,south east asian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_291/rgb.png,51.26325,30.56507358575,2.3164900000000004,8.71135,2.1486025
catalog_292,Dad's Sliced Sausage,central europe,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_292/rgb.png,230.75343663333334,106.42579450376535,15.859292333333334,7.1890833333333335,14.44074794
catalog_293,Cherry Baked Brie,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_293/rgb.png,97.90086607018873,108.05657166386193,0.17626412333332217,25.114630009697233,0.8403965203332748
catalog_294,Ellen’s Fried Chicken,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_294/rgb.png,373.00240747769226,145.2290884375,29.32649347245385,11.880807692307696,14.576907548723081
catalog_295,FRIED PEPPER EGG,chinese,"[""breakfast""]",['main course'],data/catalog/images/catalog_295/rgb.png,113.42061979212143,28.8744791668061,1.482370520837385,20.869369791767554,3.789257291679965
catalog_296,Braised beef in red wine,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_296/rgb.png,830.2827499997596,343.63958333326735,59.07294791666602,2.98046874994961,67.08693041665987
catalog_297,"Pumpkin, fennel and gorgonzola bake",mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_297/rgb.png,644.3289725187212,406.910359564332,55.2002023027355,27.945669836602775,14.121957336624568
catalog_298,Orange Pistachio-Stuffed Grilled Scallops Recipe,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_298/rgb.png,267.5021036760115,312.336708787379,12.003782475658577,23.73438163913543,17.972158947030593
catalog_299,Skinny Strawberry Honey Bruschetta,italian,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_299/rgb.png,69.63388135800012,44.70947856768918,0.42529415738281257,14.279757625606212,2.7241177791145605
catalog_300,Oat Frittata,italian,"[""breakfast""]","['main course', 'egg']",data/catalog/images/catalog_300/rgb.png,206.673500002178,81.17500000071645,2.80094,39.63562000059035,8.425910000002151
catalog_301,Summer Fruit Salad with Mint Dressing,mediterranean,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_301/rgb.png,113.47725,272.825,0.633295,28.699285,2.1547825
catalog_302,Seared Black Pepper-Crusted Ahi Tuna Steaks,japanese,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_302/rgb.png,273.2043812375,206.8779710741826,8.258065979875,6.839625,42.562139355
catalog_303,Grilled Lamb Chops,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_303/rgb.png,954.642173504185,264.4446337136045,88.4540452104734,0.9499,37.098990655
catalog_304,Zucchini Carrot Fritters recipes,south east asian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_304/rgb.png,256.3081478404761,174.67693433588457,22.813063524047628,9.08687319047619,7.225418461904761
catalog_305,Potato Omelet Cups,french,"[""breakfast""]","['egg', 'main course']",data/catalog/images/catalog_305/rgb.png,377.03051980312495,188.46507708333334,20.435519891933335,30.4969378343125,17.345090059625
catalog_306,Chicken Bacon Ranch Quesadillas #SundaySupper recipes,mexican,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_306/rgb.png,490.055500002181,160.3500000005072,37.5185500002257,13.535375000029928,24.144950000006695
catalog_307,Yellow Squash Casserole,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_307/rgb.png,356.8381017653812,320.7318748781475,26.093076095799123,18.34337914815,15.039653617714997
catalog_308,Healthy Gratin with Good-for-You Carbs,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_308/rgb.png,450.057845748417,431.76462130209376,23.654827882687165,41.87154107899505,19.37041486206137
catalog_309,Bangan ka Bhurta (Indian Eggplant),indian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_309/rgb.png,62.46713194514192,199.5576388889678,1.5396934723011215,12.091230555555555,1.9975833333333333
catalog_310,Southwest Chicken Panini,italian,"[""lunch/dinner""]",['sandwiches'],data/catalog/images/catalog_310/rgb.png,783.5025,478.6875,33.058825,27.196175,89.30027499999998
catalog_311,Chicken Veggie Packets Recipe 5,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_311/rgb.png,69.730655425,153.604819375,1.078143013125,7.30547640775,8.68590573225
catalog_312,Crock Pot Chicken Parm,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_312/rgb.png,254.38000000000102,160.33333333333755,3.032325000000027,29.415125000000117,25.5752916666668
catalog_313,Grilled Chicken and Plum Skewers recipes,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_313/rgb.png,186.025461,208.57309250000003,3.3021162735,12.222562499999997,26.4891708125
catalog_314,Chicken Parm Panini,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_314/rgb.png,213.282461890577,130.42701484366123,6.945259505728145,9.34081095152877,26.793567862498065
catalog_315,Ladybug Caprese Bites,italian,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_315/rgb.png,69.07532235833334,35.08301541666667,4.787421792500001,2.042428814125,4.208029663333334
catalog_316,Breakfast Avocado Pita with Spiced Chickpeas recipes,mediterranean,"[""breakfast""]",['main course'],data/catalog/images/catalog_316/rgb.png,280.26904166667373,169.95747724726158,13.973546875000077,34.653778125002226,8.940186458333448
catalog_317,Quick Pan Sausage,british,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_317/rgb.png,171.78436440007104,118.97546566271225,8.780205239669556,0.8319302083470167,22.385895680835727
catalog_318,"Easy Chickpea ""Tofu",asian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_318/rgb.png,150.24628667917298,149.38196441715485,8.353302289139858,13.580670707040117,5.19858398989402
catalog_319,Creamy Polenta with Crumbled Sausage,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_319/rgb.png,545.94358994375,317.3768241875,38.489504307,27.5932572791875,22.72939055875
catalog_320,Hearty Lentil Stew,middle eastern,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_320/rgb.png,294.4247,618.3343153333334,0.8984271666666667,59.06818683333332,15.322404333333333
catalog_321,Simple Mason Jar Salad recipes,mediterranean,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_321/rgb.png,503.7770000048661,278.5875000007925,44.07874750043985,23.38037500014899,11.36873500016643
catalog_322,"Springtime Salad with Snow Peas, Cucumbers, and Radishes",mediterranean,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_322/rgb.png,63.310000000217975,171.25000000003803,2.844750000018905,8.0366250000089,2.289150000006733
catalog_323,Hummus Cucumber Bites,mediterranean,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_323/rgb.png,342.0775,310.75,16.8375,8.9685,38.21235
catalog_324,"Tomato, Hummus, and Spinach Sandwich recipes",mediterranean,"[""lunch/dinner""]",['sandwiches'],data/catalog/images/catalog_324/rgb.png,121.325,87.4601364742268,4.00437,16.65816,5.52274
catalog_325,Strawberry Spinach Salad with Poppy Seed Dressing recipes,mediterranean,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_325/rgb.png,117.16218750000003,81.646875,8.95335,6.282796875,4.8937875
catalog_326,Blue Cheese Coleslaw recipes,central europe,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_326/rgb.png,197.0887984590909,72.17465318181819,18.120431826818184,4.060106429909091,4.889107599090909
catalog_327,Spider Deviled Egg Recipe,french,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_327/rgb.png,162.0908125,91.48750000000001,14.422598125,3.18229375,5.462837499999998
catalog_328,Apricot-Mustard Sauce with Pork Chops,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_328/rgb.png,321.11944444444447,220.90277777777771,17.28770833333333,25.791631944444447,18.16131944444444
catalog_329,Swiss Salmon Recipe,nordic,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_329/rgb.png,293.3326838258259,125.2990462503201,19.0595587884618,6.945833333430966,23.769013017093418
catalog_330,Macaroni Taco Bake Recipe 4,mexican,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_330/rgb.png,749.160310128125,243.16389408203125,42.93592808108594,53.81177322883205,36.24303282740625
catalog_331,Spinach & Artichoke Stuffed Mushrooms recipes,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_331/rgb.png,17.9979009467879,43.69034343747837,0.543162792680303,2.443836348405521,1.628579366120051
catalog_332,Rice & bean enchiladas,mexican,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_332/rgb.png,240.105,159.625,3.54245625,43.750399999999985,8.322000000000001
catalog_333,Seafood Congee recipes,mediterranean,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_333/rgb.png,132.2777083333851,67.65279511174656,0.947575,20.799383333335026,9.30031041666671
catalog_334,"Broccoli & peas with sesame seeds, soy & honey",chinese,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_334/rgb.png,97.47125000027225,185.99687500008955,2.3759,15.868075000073794,6.4465468750002675
catalog_335,Marinated Steak,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_335/rgb.png,213.63518075011592,145.14653000004617,9.411298430751504,0.9591775000295535,24.273963110004804
catalog_336,My Mom's Pi Jiu Ya (Beer-Braised Duck),chinese,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_336/rgb.png,1432.7173811,420.2776108333333,133.83010105749997,9.221416666666666,40.60710857916667
catalog_337,Fresh and Simple Fruit Salad Recipe,south american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_337/rgb.png,173.04270833333337,233.6208333333333,4.0392575,35.53936666666667,3.0882308333333324
catalog_338,Gazpacho Salsa,mexican,"[""lunch/dinner""]",['soup'],data/catalog/images/catalog_338/rgb.png,56.144677083347524,148.2864583333978,3.595154375000155,6.053385000004448,1.1139429166668926
catalog_339,Marinated Olives and Feta,greek,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_339/rgb.png,198.2037098,110.11497000000001,17.9781925,5.924045,5.544642499999998
catalog_340,Butterflied Leg of Lamb Masala,middle eastern,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_340/rgb.png,852.5747500000082,432.9531250000199,58.179392500000084,2.507005312501746,74.67891343750036
catalog_341,Summer Spaghetti,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_341/rgb.png,1088.069382509375,522.00975796875,59.67573057467185,129.9415592265625,26.341629688593756
catalog_342,Red Chard with Olives and Lemon,italian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_342/rgb.png,100.59502388888889,200.63313757908168,6.0459176925925915,11.290439999999998,3.5165521481481483
catalog_343,Dill Potato Wedges Recipe,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_343/rgb.png,148.2046538542025,150.87111462718795,4.7475509066676,22.92276061094335,4.38198496135705
catalog_344,Grilled Caprese Sandwich,italian,"[""lunch/dinner""]",['sandwiches'],data/catalog/images/catalog_344/rgb.png,558.318672834722,216.13745826388885,37.202220288472226,31.710234108006944,25.070843207222225
catalog_345,Simple Tuna Salad,mexican,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_345/rgb.png,498.3727628229451,334.18618260429565,13.33621190646906,48.892041220008906,45.48852316714628
catalog_346,Awesome Sockeye Salmon,nordic,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_346/rgb.png,220.1249389167018,106.60137910309193,14.49636128500045,0.8280427500101765,20.405383483334298
catalog_347,Honey-Ginger Salmon Skewers with Cucumber Salad recipes,nordic,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_347/rgb.png,482.26454860000024,289.84713875,30.6457915925,12.672575,38.967341305
catalog_348,Grilled Salmon Kebabs with Kale Tabbouleh,nordic,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_348/rgb.png,630.5274584508797,470.06708590799724,31.995756418591174,41.15543507826805,48.6432152284525
catalog_349,Pina Colada Pork Chops,mexican,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_349/rgb.png,310.9329863819445,236.1365045138889,17.96211527045139,7.162919444444445,31.411408794791676
catalog_350,Mango and Cucumber Salsa,mexican,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_350/rgb.png,19.938942727272728,49.931,0.12991292727272727,5.113917545454545,0.4021886363636363
catalog_351,The Supreme Shepherd's Pie,british,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_351/rgb.png,380.46447315,355.0230925,14.719417285,33.4884125,28.3280926475
catalog_352,Bok Choy & Quinoa Salad with Tahini Dr,chinese,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_352/rgb.png,195.54200000000006,185.1,6.46724,29.7878,7.3785
catalog_353,French Onion Soup Stuffed Mushrooms,french,"[""lunch/dinner""]",['soup'],data/catalog/images/catalog_353/rgb.png,81.61065161441122,68.82961246012968,5.593449922330711,3.15637858648058,3.3288022396483714
catalog_354,perfect butter-sauteed mushrooms,french,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_354/rgb.png,133.24938406902498,132.3925931075,12.438071150204,4.1141072888125,3.7592841168525
catalog_355,Crab Mashed Potatoes,british,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_355/rgb.png,328.27283517473444,267.4542780318566,16.064648658399687,27.921197705625,19.00167399426875
catalog_356,Spicy Rice Salad,south american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_356/rgb.png,675.0251213947918,346.10736018064074,23.31260169729167,92.6469516684271,24.307510566822923
catalog_357,French Rice Salad Recipe,french,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_357/rgb.png,826.550666666667,628.374770185567,23.458983333333336,109.27622666666664,47.67131
catalog_358,Oriental (Asian) Coleslaw,chinese,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_358/rgb.png,378.4443788645833,156.82634715277774,31.292107790572917,20.017585394270835,8.124983726354166
catalog_359,Brown & Red Rice Salad,south american,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_359/rgb.png,277.0350000000197,279.68333333338967,7.4776550000001585,47.05304333333621,7.127126666669941
catalog_360,Turnip And Bacon Frittata Recipe,french,"[""breakfast""]","['main course', 'egg']",data/catalog/images/catalog_360/rgb.png,307.8199791666695,174.56041666667934,25.22422791666675,3.76823333333367,15.671675000000402
catalog_361,Caboches in Potage (Cabbage Soup),middle eastern,"[""lunch/dinner""]",['soup'],data/catalog/images/catalog_361/rgb.png,79.58728125,305.1953125,0.35577734375,16.368703125,4.726276875
catalog_362,"Irish Comfort Food You’ve Been Missing, Creamy Colcannon",british,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_362/rgb.png,500.08397375,585.2114405447553,13.925935675,85.94579500000002,12.4221895
catalog_363,Vegan Irish Skillet,british,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_363/rgb.png,229.242821912175,266.37001259271386,6.6167002844821665,33.169778534866666,12.300473060786667
catalog_364,Green Bean and Lentil Salad,indian,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_364/rgb.png,533.07775,237.975,22.72833,58.9215125,26.52669
catalog_365,"Chickpea, red pepper, egg & feta hash",greek,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_365/rgb.png,188.29075,175.61666666666667,7.9246275,21.624259166666665,9.249899166666665
catalog_366,Brussels Sprout Chestnut Rice recipes,central europe,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_366/rgb.png,179.3261195416867,157.0776447918356,3.2237802083356,34.41675,3.4894625
catalog_367,Portabella Pita,middle eastern,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_367/rgb.png,409.3288888880763,285.1444444442162,25.94094555549302,37.79990222221716,10.82944222216539
catalog_368,Veal Scaloppine with Spring Pea Coulis and Asparagus,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_368/rgb.png,179.83438024486802,262.67910034269534,7.997704916035018,11.479201985768603,16.630049422398148
catalog_369,Rice with Black Beans,mexican,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_369/rgb.png,166.86967303828126,146.5451165234375,2.1936986836523436,31.579465642699226,5.432047692566406
catalog_370,Rice and Veggie Stuffed Peppers,chinese,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_370/rgb.png,227.1195674913227,358.669249996543,2.4684850498872994,48.440294997787475,5.787834499640465
catalog_371,Garlic and hot pepper prawns (Gambas Al Ajillo),british,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_371/rgb.png,185.42874999999208,140.7968749999802,11.415156249999912,2.730242187498255,17.30811406249963
catalog_372,Spicy Chard with Ginger,south american,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_372/rgb.png,55.12092625,125.12510595060567,3.647088325,5.10783,2.1592830000000003
catalog_373,Chicken with Ginger-Pear-Cider Pan Sauce,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_373/rgb.png,316.747336,239.8105925,16.8549725235,13.485629999999997,28.2246958125
catalog_374,Light Nicoise Salad,french,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_374/rgb.png,300.715316967997,426.338548229933,10.697732493935437,33.3332659771125,20.1670315409175
catalog_375,Lucques Pork Burger,nordic,"[""lunch/dinner""]",['sandwiches'],data/catalog/images/catalog_375/rgb.png,838.9108419751218,283.271661875169,63.69823253437517,25.0159008368409,39.394420163129226
catalog_376,BLTA Wrap,british,"[""lunch/dinner""]",['sandwiches'],data/catalog/images/catalog_376/rgb.png,199.53791666666666,88.23958333333333,9.26871875,22.455894791666665,6.830895833333333
catalog_377,Watermelon Star Salads,indian,"[""lunch/dinner""]",['salad'],data/catalog/images/catalog_377/rgb.png,163.8575,275.25,5.1158,17.309375,13.513575
catalog_378,Bircher Müesli,central europe,"[""breakfast""]",['salad'],data/catalog/images/catalog_378/rgb.png,251.211878625,235.1730925,3.05113365625,49.025149265,9.80297971025
catalog_379,Banana Raita,indian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_379/rgb.png,146.33694625,197.694875,5.00409585,21.7409981625,5.7009445875
catalog_380,Coconut Cauliflower Rice,south east asian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_380/rgb.png,158.9477846875,206.7381095401942,13.2349219885,9.266002795875,3.8471650640000004
catalog_381,Vegetable Cashew Curry + Cauliflower Rice,south east asian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_381/rgb.png,600.311211946875,481.353609849287,47.201186156354176,41.03016309934375,13.295815451604167
catalog_382,"Veggie Burger, Chickpea-Summer Squash",french,"[""lunch/dinner""]",['sandwiches'],data/catalog/images/catalog_382/rgb.png,351.160152109222,281.6309731462925,8.453179079686905,55.4035084374665,16.958619437497504
catalog_383,Simple South African Lamb Curry,indian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_383/rgb.png,770.836592525116,182.70408208354615,78.75412729500152,7.846650000029553,8.388207899754802
catalog_384,Smoked Sausage Stir-Fry Recipe,chinese,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_384/rgb.png,473.382730875,396.3793425,16.624132124,52.44809603475,26.95325389
catalog_385,Miami Halibut,chinese,"[""lunch/dinner""]","['main course', 'starter']",data/catalog/images/catalog_385/rgb.png,260.39533730625,237.984161875,9.672660602937503,4.25925,37.42480410875
catalog_386,Roasted Tofu with Avocado Salsa,asian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_386/rgb.png,176.70337500000002,108.7625,10.88757875,8.11785,15.25003
catalog_387,French in a Flash: Provençal Calamari Salad with Tarragon and Mint Recipe,french,"[""lunch/dinner""]","['salad', 'starter']",data/catalog/images/catalog_387/rgb.png,200.93629536400283,127.06313810000681,14.673238371463365,5.082171860710599,12.408728409656797
catalog_388,Salmon Cucumber Sandwiches Recipe,nordic,"[""lunch/dinner""]",['sandwiches'],data/catalog/images/catalog_388/rgb.png,257.5202161994792,158.03722182291668,10.08965798275,31.74305,10.901394926927082
catalog_389,Peanut Noodles with Chicken,asian,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_389/rgb.png,1271.672,543.1,62.65137499999997,102.607665,70.971375
catalog_390,Easy Salmon Teriyaki recipes,nordic,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_390/rgb.png,567.0689398,281.021185,33.98153254,10.408001249999998,47.64735924
catalog_391,Crispy Sesame Spinach,chinese,"[""snack""]",['starter'],data/catalog/images/catalog_391/rgb.png,115.01396560161236,37.51934000026269,8.37264000014788,10.61320000005341,2.3190000000403996
catalog_392,Spinach & Garlic Meatballs in the Instant Pot recipes,middle eastern,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_392/rgb.png,270.3427729165935,243.37150161919584,14.680977157080468,10.43057749507372,23.498987900057447
catalog_393,Steamed Vegetables,french,"[""lunch/dinner""]",['starter'],data/catalog/images/catalog_393/rgb.png,151.36833333333337,406.3833333333334,0.4885333333333333,36.65595,4.530106666666667
catalog_394,Fish Fajitas,french,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_394/rgb.png,191.7324188,194.85642583333333,8.9039325725,5.285433333333333,23.623583259166665
catalog_395,Citrus Mango Chicken Tacos,mexican,"[""lunch/dinner""]",['main course'],data/catalog/images/catalog_395/rgb.png,437.6414010625,269.514935,29.342636827,10.453100687500003,32.43800623675
